Label Number;Box Number;Company Name;Company Address;Product Description;GTIN14;Batch;Amount;Expiration Date;Net weight
242;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Queijo Curado 200g;15901234567894;L129776;11;24/02/2026;2.64
242;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L482911;41;13/05/2026;41.16
242;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L849937;17;16/11/2025;3.9
242;8;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Mel Natural 250g;15901234567895;L863070;22;11/06/2026;7.04
242;9;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Conserva de Tomate 400g;15901234567891;L167925;34;20/01/2026;13.9
242;10;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L381599;6;03/12/2025;1.52
243;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Conserva de Tomate 400g;15901234567891;L737111;32;24/01/2026;13.21
243;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Café Torrado 250g;15901234567899;L633214;22;10/09/2025;5.9
243;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Snacks Salgados 200g;15901234567904;L820586;20;09/05/2026;4.2
243;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Vinho Tinto 750ml;15901234567893;L383444;24;02/02/2026;29.22
243;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L701262;43;31/10/2025;15.45
244;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Conserva de Tomate 400g;15901234567891;L177011;17;05/11/2025;7.19
245;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Conserva de Tomate 400g;15901234567891;L949166;10;06/02/2026;4.38
245;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L987682;32;04/09/2025;9.83
245;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Bacalhau Seco 500g;15901234567896;L676845;6;18/04/2026;3.21
245;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L463120;45;13/10/2025;47.63
245;5;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Atum em Conserva 120g;15901234567903;L139611;25;23/02/2026;3.45
246;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L120939;47;19/02/2026;6.42
246;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L138826;22;31/03/2026;5.65
246;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeitonas Verdes 300g;15901234567897;L970792;49;24/04/2026;17.64
246;4;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Sumo Laranja 1L;15901234567901;L231704;30;16/09/2025;31.98
246;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Atum em Conserva 120g;15901234567903;L905328;8;06/04/2026;1.5
246;6;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Snacks Salgados 200g;15901234567904;L440822;19;19/04/2026;4.12
246;7;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Café Torrado 250g;15901234567899;L117477;38;07/03/2026;9.94
247;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Café Torrado 250g;15901234567899;L880520;45;20/01/2026;11.39
247;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Massa Fusilli 500g;15901234567898;L141697;30;02/03/2026;15.12
247;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L811330;46;14/05/2026;18.87
247;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Vinho Tinto 750ml;15901234567893;L577201;1;18/02/2026;1.47
247;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L754007;3;17/09/2025;1.35
247;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L883909;17;08/09/2025;5.29
247;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L934218;49;26/11/2025;49.38
248;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Conserva de Tomate 400g;15901234567891;L277158;37;31/10/2025;14.93
248;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L563781;36;09/06/2026;36.27
248;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Atum em Conserva 120g;15901234567903;L757083;17;18/07/2025;2.52
248;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Café Torrado 250g;15901234567899;L582410;40;21/12/2025;10.4
248;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Água Mineral 500ml;15901234567902;L672360;42;29/03/2026;21.28
248;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeitonas Verdes 300g;15901234567897;L685502;50;10/06/2026;17.87
250;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Água Mineral 500ml;15901234567902;L619560;40;15/11/2025;20.28
250;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Azeite Extra Virgem 500ml;15901234567890;L885132;22;30/03/2026;11.42
250;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Sumo Laranja 1L;15901234567901;L790017;15;07/10/2025;16.07
250;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Vinho Tinto 750ml;15901234567893;L625679;6;22/03/2026;7.61
250;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Bacalhau Seco 500g;15901234567896;L652575;12;15/11/2025;6.24
250;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeitonas Verdes 300g;15901234567897;L588567;16;02/01/2026;5.81
252;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L927187;35;05/04/2026;7.17
252;2;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Snacks Salgados 200g;15901234567904;L472637;18;11/09/2025;3.94
252;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Atum em Conserva 120g;15901234567903;L273854;6;04/04/2026;1.05
252;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L891013;8;19/02/2026;3.34
253;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L415173;7;02/04/2026;2.4
253;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Snacks Salgados 200g;15901234567904;L617894;11;10/02/2026;2.62
253;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L325226;6;02/06/2026;6.12
253;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Mel Natural 250g;15901234567895;L432817;14;06/09/2025;4.61
253;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeite Extra Virgem 500ml;15901234567890;L819343;43;05/04/2026;21.8
253;6;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Chocolate Negro 100g;15901234567900;L165194;15;12/10/2025;1.93
253;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Queijo Curado 200g;15901234567894;L705352;19;26/09/2025;4.12
253;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Café Torrado 250g;15901234567899;L936429;12;11/08/2025;3.47
254;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Snacks Salgados 200g;15901234567904;L764422;31;25/05/2026;6.37
254;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Sumo Laranja 1L;15901234567901;L715198;50;26/08/2025;52.99
254;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Snacks Salgados 200g;15901234567904;L458541;12;13/12/2025;2.61
254;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L802411;26;19/02/2026;9.5
254;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Atum em Conserva 120g;15901234567903;L416319;48;28/11/2025;6.64
254;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L993694;50;03/08/2025;25.16
254;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Mel Natural 250g;15901234567895;L416180;46;24/12/2025;14.12
254;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L742635;50;25/02/2026;60.16
254;9;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Snacks Salgados 200g;15901234567904;L260159;21;13/02/2026;4.34
255;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L718667;19;28/01/2026;2.64
255;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Sumo Laranja 1L;15901234567901;L709432;42;12/10/2025;44.39
255;3;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Vinho Tinto 750ml;15901234567893;L937128;45;09/11/2025;54.18
255;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L456169;46;17/01/2026;23.37
255;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Chocolate Negro 100g;15901234567900;L156908;46;02/05/2026;5.03
256;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L861055;27;10/03/2026;5.69
256;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L991960;37;13/05/2026;11.29
256;3;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Massa Fusilli 500g;15901234567898;L828115;2;30/05/2026;1.48
256;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Vinho Tinto 750ml;15901234567893;L716200;40;05/09/2025;48.34
256;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L903066;20;15/02/2026;10.38
256;6;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Água Mineral 500ml;15901234567902;L963214;17;03/08/2025;8.69
256;7;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Água Mineral 500ml;15901234567902;L733174;24;16/04/2026;12.22
256;8;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Snacks Salgados 200g;15901234567904;L538069;12;21/02/2026;2.78
256;9;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L543663;48;10/04/2026;24.16
257;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Café Torrado 250g;15901234567899;L594158;22;23/03/2026;5.92
257;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L565365;44;29/09/2025;22.2
257;3;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L838881;26;15/09/2025;31.38
257;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeitonas Verdes 300g;15901234567897;L107704;28;03/08/2025;10.19
257;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Conserva de Tomate 400g;15901234567891;L916196;47;15/12/2025;19.26
257;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L138946;13;18/01/2026;5.37
258;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Água Mineral 500ml;15901234567902;L296408;44;07/05/2026;22.33
259;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Queijo Curado 200g;15901234567894;L220498;44;22/09/2025;9.2
259;2;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Conserva de Tomate 400g;15901234567891;L436342;24;22/10/2025;9.78
259;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Massa Fusilli 500g;15901234567898;L502698;31;08/12/2025;15.77
259;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Vinho Tinto 750ml;15901234567893;L670291;34;01/05/2026;40.95
259;5;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L571347;41;18/07/2025;4.6
259;6;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Conserva de Tomate 400g;15901234567891;L230126;45;02/12/2025;18.13
259;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Bacalhau Seco 500g;15901234567896;L699819;37;19/12/2025;18.64
260;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Massa Fusilli 500g;15901234567898;L537389;40;30/10/2025;20.15
260;2;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Massa Fusilli 500g;15901234567898;L509303;9;16/07/2025;4.63
261;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L662249;42;07/06/2026;12.75
261;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Arroz Carolino 1kg;15901234567892;L781085;44;13/03/2026;44.34
261;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Sumo Laranja 1L;15901234567901;L217803;21;26/09/2025;22.36
261;4;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Snacks Salgados 200g;15901234567904;L913009;16;26/08/2025;3.55
261;5;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Café Torrado 250g;15901234567899;L864745;42;14/05/2026;10.73
262;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Vinho Tinto 750ml;15901234567893;L157001;20;06/01/2026;24.46
262;2;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeite Extra Virgem 500ml;15901234567890;L762861;5;30/12/2025;2.64
263;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Café Torrado 250g;15901234567899;L347328;10;12/08/2025;2.7
263;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L137508;40;20/10/2025;12.11
263;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Água Mineral 500ml;15901234567902;L439966;26;26/11/2025;13.37
263;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Bacalhau Seco 500g;15901234567896;L615723;30;19/05/2026;15.5
263;5;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Massa Fusilli 500g;15901234567898;L257781;48;01/06/2026;24.34
263;6;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Azeite Extra Virgem 500ml;15901234567890;L966752;47;28/10/2025;23.71
264;1;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L263586;26;15/04/2026;6.69
264;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Água Mineral 500ml;15901234567902;L594075;13;20/08/2025;6.72
264;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L697604;17;04/10/2025;4.56
265;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L818294;7;29/09/2025;2.76
265;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Mel Natural 250g;15901234567895;L168156;3;30/10/2025;1.2
265;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Conserva de Tomate 400g;15901234567891;L464245;26;25/04/2026;10.78
265;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L925255;11;16/12/2025;1.36
265;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Queijo Curado 200g;15901234567894;L851890;46;19/08/2025;9.6
265;6;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Bacalhau Seco 500g;15901234567896;L337988;39;07/03/2026;19.91
268;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Água Mineral 500ml;15901234567902;L873159;6;10/09/2025;3.19
268;2;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Queijo Curado 200g;15901234567894;L412019;35;30/11/2025;7.27
268;3;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L356341;15;27/08/2025;1.79
268;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L402952;13;06/11/2025;13.36
268;5;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Sumo Laranja 1L;15901234567901;L918760;27;24/09/2025;28.52
268;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L719199;26;22/01/2026;3.54
268;7;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Água Mineral 500ml;15901234567902;L993968;1;18/10/2025;0.8
268;8;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Azeite Extra Virgem 500ml;15901234567890;L526950;30;23/12/2025;15.12
270;1;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L104790;15;27/07/2025;3.42
270;2;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Chocolate Negro 100g;15901234567900;L943522;8;04/04/2026;0.9
270;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Massa Fusilli 500g;15901234567898;L369821;17;23/12/2025;8.6
270;4;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Atum em Conserva 120g;15901234567903;L337746;40;18/05/2026;5.38
270;5;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Queijo Curado 200g;15901234567894;L421988;33;23/10/2025;6.97
270;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Atum em Conserva 120g;15901234567903;L611910;4;15/12/2025;0.95
270;7;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeitonas Verdes 300g;15901234567897;L253832;44;23/09/2025;15.63
270;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Água Mineral 500ml;15901234567902;L993150;8;30/04/2026;4.39
270;9;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Chocolate Negro 100g;15901234567900;L924162;14;28/08/2025;1.54
271;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Água Mineral 500ml;15901234567902;L779471;5;20/12/2025;2.63
271;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Sumo Laranja 1L;15901234567901;L333735;23;09/09/2025;24.52
271;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Chocolate Negro 100g;15901234567900;L123595;14;10/04/2026;1.75
271;4;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Chocolate Negro 100g;15901234567900;L742205;49;13/09/2025;5.31
271;5;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Arroz Carolino 1kg;15901234567892;L564250;30;23/01/2026;30.29
271;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Café Torrado 250g;15901234567899;L162013;37;23/02/2026;9.71
271;7;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeitonas Verdes 300g;15901234567897;L141057;22;27/10/2025;8.0
272;1;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L460113;42;20/05/2026;21.45
272;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Café Torrado 250g;15901234567899;L837917;25;04/02/2026;6.65
272;3;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L239930;22;08/08/2025;11.15
272;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Queijo Curado 200g;15901234567894;L823451;30;31/03/2026;6.28
272;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Mel Natural 250g;15901234567895;L503098;37;19/02/2026;11.43
272;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Arroz Carolino 1kg;15901234567892;L380016;24;01/11/2025;24.2
272;7;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L423619;29;20/05/2026;7.42
272;8;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L599885;35;01/02/2026;3.79
273;1;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Azeite Extra Virgem 500ml;15901234567890;L166263;29;30/09/2025;14.96
273;2;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Água Mineral 500ml;15901234567902;L478939;21;07/02/2026;10.89
273;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L551513;47;01/02/2026;23.92
273;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Atum em Conserva 120g;15901234567903;L313843;25;13/06/2026;3.4
273;5;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Bacalhau Seco 500g;15901234567896;L389175;14;24/12/2025;7.36
273;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Mel Natural 250g;15901234567895;L282419;4;06/05/2026;1.66
273;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L856127;24;09/04/2026;24.16
273;8;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Bacalhau Seco 500g;15901234567896;L161599;10;08/03/2026;5.1
274;1;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Café Torrado 250g;15901234567899;L793862;11;10/12/2025;3.23
274;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Mel Natural 250g;15901234567895;L671456;16;05/11/2025;4.99
274;3;Produtos Naturais SA;Av. da República, 456, 4000-001 Porto;Café Torrado 250g;15901234567899;L879000;42;24/12/2025;10.68
274;4;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Chocolate Negro 100g;15901234567900;L146814;24;10/05/2026;2.65
274;5;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L180778;16;04/10/2025;5.27
274;6;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Massa Fusilli 500g;15901234567898;L584520;19;29/10/2025;9.75
274;7;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Azeitonas Verdes 300g;15901234567897;L922278;10;18/01/2026;3.79
274;8;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Água Mineral 500ml;15901234567902;L146065;7;08/11/2025;3.96
274;9;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Café Torrado 250g;15901234567899;L817776;46;18/05/2026;11.73
276;1;Bakery & Co;Rua do Pão, 20, 3500-001 Viseu;Queijo Curado 200g;15901234567894;L274812;34;20/07/2025;7.13
276;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeitonas Verdes 300g;15901234567897;L193790;10;10/05/2026;3.87
276;3;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Café Torrado 250g;15901234567899;L391501;31;21/10/2025;8.09
276;4;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Arroz Carolino 1kg;15901234567892;L242845;47;05/09/2025;47.2
276;5;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L844459;33;27/08/2025;33.43
276;6;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Atum em Conserva 120g;15901234567903;L745605;9;26/03/2026;1.44
277;1;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Massa Fusilli 500g;15901234567898;L604609;9;26/07/2025;4.78
277;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Mel Natural 250g;15901234567895;L702302;28;10/02/2026;8.86
277;3;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L789364;16;06/05/2026;16.17
277;4;FreshFoods Portugal;Rua das Flores, 123, 1200-001 Lisboa;Conserva de Tomate 400g;15901234567891;L219307;46;16/08/2025;18.51
277;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Snacks Salgados 200g;15901234567904;L466471;12;26/09/2025;2.75
277;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Mel Natural 250g;15901234567895;L385483;43;03/10/2025;13.35
278;1;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Atum em Conserva 120g;15901234567903;L942992;45;05/11/2025;6.02
278;2;Alimentar Plus;Zona Industrial, Lote 10, 3000-001 Coimbra;Arroz Carolino 1kg;15901234567892;L620833;42;08/03/2026;42.35
278;3;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Azeitonas Verdes 300g;15901234567897;L428626;29;28/07/2025;10.35
278;4;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Azeite Extra Virgem 500ml;15901234567890;L101652;23;08/10/2025;11.79
278;5;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Conserva de Tomate 400g;15901234567891;L187606;28;12/09/2025;11.36
278;6;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Azeitonas Verdes 300g;15901234567897;L209838;14;30/05/2026;5.36
278;7;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Arroz Carolino 1kg;15901234567892;L391228;8;14/08/2025;8.37
278;8;GreenHarvest;Caminho Verde, 32, 2600-001 Viseu;Conserva de Tomate 400g;15901234567891;L722705;38;03/04/2026;15.52
279;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Mel Natural 250g;15901234567895;L539168;43;28/03/2026;13.0
279;2;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Arroz Carolino 1kg;15901234567892;L389635;47;22/04/2026;47.23
279;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeite Extra Virgem 500ml;15901234567890;L909630;3;18/01/2026;1.79
279;4;MountainFoods;Rua Serra, 88, 6000-001 Castelo Branco;Mel Natural 250g;15901234567895;L425801;14;10/11/2025;4.47
279;5;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Atum em Conserva 120g;15901234567903;L592816;30;26/03/2026;4.1
279;6;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L907961;9;20/11/2025;1.39
279;7;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Azeite Extra Virgem 500ml;15901234567890;L403120;25;28/09/2025;12.74
280;1;SeaDelights;Av. do Mar, 157, 9000-001 Funchal;Arroz Carolino 1kg;15901234567892;L589515;17;17/09/2025;17.17
281;1;Bio Organic;Rua do Comércio, 789, 8000-001 Faro;Chocolate Negro 100g;15901234567900;L779829;19;01/12/2025;2.08
281;2;DairyKing;Largo do Queijo, 5, 3700-001 Viseu;Conserva de Tomate 400g;15901234567891;L310024;7;03/04/2026;3.25
281;3;Agro Premium Lda;Estrada Nacional 1, Km 25, 2500-001 Caldas da Rainha;Atum em Conserva 120g;15901234567903;L924771;20;07/02/2026;2.71
